1885.jpg,0.346189,-0.242404,0.906308
1886.jpg,0.769751,-0.538986,-0.342020
1887.jpg,0.642788,-0.766044,0.000000
1888.jpg,0.492404,-0.586824,-0.642788
1889.jpg,0.469846,-0.813798,0.342020
1890.jpg,0.469846,-0.813798,-0.342020
1891.jpg,0.342020,-0.939693,0.000000
1892.jpg,0.241845,-0.664463,0.707107
1893.jpg,0.280166,-0.769751,-0.573576
1894.jpg,0.081900,-0.936117,0.342020
1895.jpg,0.081900,-0.936117,-0.342020
1896.jpg,-0.087156,-0.996195,0.000000
1897.jpg,-0.330366,-0.907673,0.258819
1898.jpg,-0.262003,-0.719846,0.642788
1899.jpg,-0.144544,-0.397131,0.906308
1900.jpg,-0.321394,-0.883022,-0.342020
1901.jpg,-0.500000,-0.866025,0.000000
1902.jpg,-0.604023,-0.719846,0.342020
1903.jpg,1.000000,0.000000,0.000000
1904.jpg,0.939693,0.000000,0.342020
1905.jpg,0.707107,0.000000,0.707107
1906.jpg,0.000000,0.000000,1.000000
1907.jpg,0.939693,0.000000,-0.342020
1908.jpg,0.819152,0.000000,-0.573576
1909.jpg,0.981060,0.085832,0.173648
1910.jpg,0.981060,0.085832,-0.173648
1911.jpg,0.984808,0.173648,0.000000
1912.jpg,0.925417,0.163176,-0.342020
1913.jpg,0.907673,0.243210,0.342020
1914.jpg,0.925417,0.336824,0.173648
1915.jpg,0.925417,0.336824,-0.173648
1916.jpg,0.719846,0.262003,-0.642788
1917.jpg,0.906308,0.422618,0.000000
1918.jpg,0.791240,0.554032,0.258819
1919.jpg,0.627507,0.439385,0.642788
1920.jpg,0.346189,0.242404,0.906308
1921.jpg,0.769751,0.538986,-0.342020
1922.jpg,0.642788,0.766044,0.000000
1923.jpg,0.492404,0.586824,-0.642788
1924.jpg,0.469846,0.813798,0.342020
1925.jpg,0.469846,0.813798,-0.342020
1926.jpg,0.342020,0.939693,0.000000
1927.jpg,0.241845,0.664463,0.707107
1928.jpg,0.280166,0.769751,-0.573576
1929.jpg,0.081900,0.936117,0.342020
1930.jpg,0.081900,0.936117,-0.342020
1931.jpg,-0.087156,0.996195,0.000000
1932.jpg,-0.330366,0.907673,0.258819
1933.jpg,-0.262003,0.719846,0.642788
1934.jpg,-0.144544,0.397131,0.906308
1935.jpg,-0.321394,0.883022,-0.342020
1936.jpg,-0.500000,0.866025,0.000000
1937.jpg,-0.604023,0.719846,0.342020
1938.jpg,0.981060,-0.085832,0.173648
1939.jpg,0.981060,-0.085832,-0.173648
1940.jpg,0.984808,-0.173648,0.000000
1941.jpg,0.925417,-0.163176,-0.342020
1942.jpg,0.907673,-0.243210,0.342020
1943.jpg,0.925417,-0.336824,0.173648
1944.jpg,0.925417,-0.336824,-0.173648
1945.jpg,0.719846,-0.262003,-0.642788
1946.jpg,0.906308,-0.422618,0.000000
1947.jpg,0.791240,-0.554032,0.258819
1948.jpg,0.627507,-0.439385,0.642788
1949.jpg,0.346189,-0.242404,0.906308
1950.jpg,0.769751,-0.538986,-0.342020
1951.jpg,0.642788,-0.766044,0.000000
1952.jpg,0.492404,-0.586824,-0.642788
1953.jpg,0.469846,-0.813798,0.342020
1954.jpg,0.469846,-0.813798,-0.342020
1955.jpg,0.342020,-0.939693,0.000000
1956.jpg,0.241845,-0.664463,0.707107
1957.jpg,0.280166,-0.769751,-0.573576
1958.jpg,0.081900,-0.936117,0.342020
1959.jpg,0.081900,-0.936117,-0.342020
1960.jpg,-0.087156,-0.996195,0.000000
1961.jpg,-0.330366,-0.907673,0.258819
1962.jpg,-0.262003,-0.719846,0.642788
1963.jpg,-0.144544,-0.397131,0.906308
1964.jpg,-0.321394,-0.883022,-0.342020
1965.jpg,-0.500000,-0.866025,0.000000
1966.jpg,-0.604023,-0.719846,0.342020
1967.jpg,1.000000,0.000000,0.000000
1968.jpg,0.939693,0.000000,0.342020
1969.jpg,0.707107,0.000000,0.707107
1970.jpg,0.000000,0.000000,1.000000
1971.jpg,0.939693,0.000000,-0.342020
1972.jpg,0.819152,0.000000,-0.573576
1973.jpg,0.981060,0.085832,0.173648
1974.jpg,0.981060,0.085832,-0.173648
1975.jpg,0.984808,0.173648,0.000000
1976.jpg,0.925417,0.163176,-0.342020
1977.jpg,0.907673,0.243210,0.342020
1978.jpg,0.925417,0.336824,0.173648
1979.jpg,0.925417,0.336824,-0.173648
1980.jpg,0.719846,0.262003,-0.642788
1981.jpg,0.906308,0.422618,0.000000
1982.jpg,0.791240,0.554032,0.258819
1983.jpg,0.627507,0.439385,0.642788
1984.jpg,0.346189,0.242404,0.906308
1985.jpg,0.769751,0.538986,-0.342020
1986.jpg,0.642788,0.766044,0.000000
1987.jpg,0.492404,0.586824,-0.642788
1988.jpg,0.469846,0.813798,0.342020
1989.jpg,0.469846,0.813798,-0.342020
1990.jpg,0.342020,0.939693,0.000000
1991.jpg,0.241845,0.664463,0.707107
1992.jpg,0.280166,0.769751,-0.573576
1993.jpg,0.081900,0.936117,0.342020
1994.jpg,0.081900,0.936117,-0.342020
1995.jpg,-0.087156,0.996195,0.000000
1996.jpg,-0.330366,0.907673,0.258819
1997.jpg,-0.262003,0.719846,0.642788
1998.jpg,-0.144544,0.397131,0.906308
1999.jpg,-0.321394,0.883022,-0.342020
2000.jpg,-0.500000,0.866025,0.000000
2001.jpg,-0.604023,0.719846,0.342020
2002.jpg,0.981060,-0.085832,0.173648
2003.jpg,0.981060,-0.085832,-0.173648
2004.jpg,0.984808,-0.173648,0.000000
2005.jpg,0.925417,-0.163176,-0.342020
2006.jpg,0.907673,-0.243210,0.342020
2007.jpg,0.925417,-0.336824,0.173648
2008.jpg,0.925417,-0.336824,-0.173648
2009.jpg,0.719846,-0.262003,-0.642788
2010.jpg,0.906308,-0.422618,0.000000
2011.jpg,0.791240,-0.554032,0.258819
2012.jpg,0.627507,-0.439385,0.642788
2013.jpg,0.346189,-0.242404,0.906308
2014.jpg,0.769751,-0.538986,-0.342020
2015.jpg,0.642788,-0.766044,0.000000
2016.jpg,0.492404,-0.586824,-0.642788
2017.jpg,0.469846,-0.813798,0.342020
2018.jpg,0.469846,-0.813798,-0.342020
2019.jpg,0.342020,-0.939693,0.000000
2020.jpg,0.241845,-0.664463,0.707107
2021.jpg,0.280166,-0.769751,-0.573576
2022.jpg,0.081900,-0.936117,0.342020
2023.jpg,0.081900,-0.936117,-0.342020
2024.jpg,-0.087156,-0.996195,0.000000
2025.jpg,-0.330366,-0.907673,0.258819
2026.jpg,-0.262003,-0.719846,0.642788
2027.jpg,-0.144544,-0.397131,0.906308
2028.jpg,-0.321394,-0.883022,-0.342020
2029.jpg,-0.500000,-0.866025,0.000000
2030.jpg,-0.604023,-0.719846,0.342020
2031.jpg,1.000000,0.000000,0.000000
2032.jpg,0.939693,0.000000,0.342020
2033.jpg,0.707107,0.000000,0.707107
2034.jpg,0.000000,0.000000,1.000000
2035.jpg,0.939693,0.000000,-0.342020
2036.jpg,0.819152,0.000000,-0.573576
2037.jpg,0.981060,0.085832,0.173648
2038.jpg,0.981060,0.085832,-0.173648
2039.jpg,0.984808,0.173648,0.000000
2040.jpg,0.925417,0.163176,-0.342020
2041.jpg,0.907673,0.243210,0.342020
2042.jpg,0.925417,0.336824,0.173648
2043.jpg,0.925417,0.336824,-0.173648
2044.jpg,0.719846,0.262003,-0.642788
2045.jpg,0.906308,0.422618,0.000000
2046.jpg,0.791240,0.554032,0.258819
2047.jpg,0.627507,0.439385,0.642788
2048.jpg,0.346189,0.242404,0.906308
2049.jpg,0.769751,0.538986,-0.342020
2050.jpg,0.642788,0.766044,0.000000
2051.jpg,0.492404,0.586824,-0.642788
2052.jpg,0.469846,0.813798,0.342020
2053.jpg,0.469846,0.813798,-0.342020
2054.jpg,0.342020,0.939693,0.000000
2055.jpg,0.241845,0.664463,0.707107
2056.jpg,0.280166,0.769751,-0.573576
2057.jpg,0.081900,0.936117,0.342020
2058.jpg,0.081900,0.936117,-0.342020
2059.jpg,-0.087156,0.996195,0.000000
2060.jpg,-0.330366,0.907673,0.258819
2061.jpg,-0.262003,0.719846,0.642788
2062.jpg,-0.144544,0.397131,0.906308
2063.jpg,-0.321394,0.883022,-0.342020
2064.jpg,-0.500000,0.866025,0.000000
2065.jpg,-0.604023,0.719846,0.342020
2066.jpg,0.981060,-0.085832,0.173648
2067.jpg,0.981060,-0.085832,-0.173648
2068.jpg,0.984808,-0.173648,0.000000
2069.jpg,0.925417,-0.163176,-0.342020
2070.jpg,0.907673,-0.243210,0.342020
2071.jpg,0.925417,-0.336824,0.173648
2072.jpg,0.925417,-0.336824,-0.173648
2073.jpg,0.719846,-0.262003,-0.642788
2074.jpg,0.906308,-0.422618,0.000000
2075.jpg,0.791240,-0.554032,0.258819
2076.jpg,0.627507,-0.439385,0.642788
2077.jpg,0.346189,-0.242404,0.906308
2078.jpg,0.769751,-0.538986,-0.342020
2079.jpg,0.642788,-0.766044,0.000000
2080.jpg,0.492404,-0.586824,-0.642788
2081.jpg,0.469846,-0.813798,0.342020
2082.jpg,0.469846,-0.813798,-0.342020
2083.jpg,0.342020,-0.939693,0.000000
2084.jpg,0.241845,-0.664463,0.707107
2085.jpg,0.280166,-0.769751,-0.573576
2086.jpg,0.081900,-0.936117,0.342020
2087.jpg,0.081900,-0.936117,-0.342020
2088.jpg,-0.087156,-0.996195,0.000000
2089.jpg,-0.330366,-0.907673,0.258819
2090.jpg,-0.262003,-0.719846,0.642788
2091.jpg,-0.144544,-0.397131,0.906308
2092.jpg,-0.321394,-0.883022,-0.342020
2093.jpg,-0.500000,-0.866025,0.000000
2094.jpg,-0.604023,-0.719846,0.342020
